Year,StatVar,Quantity
2020,Offense_Count_HateCrimeIncidents,11129
2020,Offense_Count_HateCrimeIncidents_OffenderRaceWhiteAlone_KnownOffenderRace,4958
2020,Offense_Count_HateCrimeIncidents_OffenderRaceBlackOrAfricanAmericanAlone_KnownOffenderRace,1390
2020,Offense_Count_HateCrimeIncidents_OffenderRaceAmericanIndianOrAlaskaNativeAlone_KnownOffenderRace,73
2020,Offense_Count_HateCrimeIncidents_OffenderRaceAsianAlone_KnownOffenderRace,75
2020,Offense_Count_HateCrimeIncidents_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_KnownOffenderRace,29
2020,Offense_Count_HateCrimeIncidents_OffenderRaceTwoOrMoreRaces_KnownOffenderRace,223
2020,Offense_Count_HateCrimeIncidents_OffenderRaceUnknownRace_KnownOffenderRace,947
2020,Offense_Count_HateCrimeIncidents_OffenderEthnicityHispanicOrLatino_KnownOffenderEthnicity,608
2020,Offense_Count_HateCrimeIncidents_OffenderEthnicityNotHispanicOrLatino_KnownOffenderEthnicity,2625
2020,Offense_Count_HateCrimeIncidents_OffenderEthnicityMultipleEthnicity_KnownOffenderEthnicity,69
2020,Offense_Count_HateCrimeIncidents_OffenderEthnicityUnknownEthnicity_KnownOffenderEthnicity,2915
2020,Offense_Count_HateCrimeIncidents_UnknownOffender,3434
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias,10790
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceWhiteAlone_KnownOffenderRace,4873
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceBlackOrAfricanAmericanAlone_KnownOffenderRace,1377
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceAmericanIndianOrAlaskaNativeAlone_KnownOffenderRace,72
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceAsianAlone_KnownOffenderRace,74
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_KnownOffenderRace,29
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceTwoOrMoreRaces_KnownOffenderRace,215
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderRaceUnknownRace_KnownOffenderRace,859
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderEthnicityHispanicOrLatino_KnownOffenderEthnicity,600
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OffenderEthnicityNotHispanicOrLatino_KnownOffenderEthnicity,2576
