Year,StatVar,Quantity
2020,Offender_Count_HateCrimeIncidents_OffenderRaceKnownRace,6780
2020,Offender_Count_HateCrimeIncidents_OffenderRaceWhiteAlone,3737
2020,Offender_Count_HateCrimeIncidents_OffenderRaceBlackOrAfricanAmericanAlone,1438
2020,Offender_Count_HateCrimeIncidents_OffenderRaceAmericanIndianOrAlaskaNativeAlone,69
2020,Offender_Count_HateCrimeIncidents_OffenderRaceAsianAlone,73
2020,Offender_Count_HateCrimeIncidents_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,31
2020,Offender_Count_HateCrimeIncidents_OffenderRaceTwoOrMoreRaces,366
2020,Offender_Count_HateCrimeIncidents_OffenderRaceUnknownRace,1066
2020,Offender_Count_HateCrimeIncidents_OffenderEthnicityKnownEthnicity,6169
2020,Offender_Count_HateCrimeIncidents_OffenderEthnicityHispanicOrLatino,629
2020,Offender_Count_HateCrimeIncidents_OffenderEthnicityNotHispanicOrLatino,2424
2020,Offender_Count_HateCrimeIncidents_OffenderEthnicityMultipleEthnicity,146
2020,Offender_Count_HateCrimeIncidents_OffenderEthnicityUnknownEthnicity,2970
2020,Offender_Count_HateCrimeIncidents_KnownAge,6264
2020,Offender_Count_HateCrimeIncidents_18OrMoreYears,5581
2020,Offender_Count_HateCrimeIncidents_17OrLessYears,683
2019,Offender_Count_HateCrimeIncidents_OffenderRaceKnownRace,6406
2019,Offender_Count_HateCrimeIncidents_OffenderRaceWhiteAlone,3365
2019,Offender_Count_HateCrimeIncidents_OffenderRaceBlackOrAfricanAmericanAlone,1532
2019,Offender_Count_HateCrimeIncidents_OffenderRaceAmericanIndianOrAlaskaNativeAlone,68
2019,Offender_Count_HateCrimeIncidents_OffenderRaceAsianAlone,58
2019,Offender_Count_HateCrimeIncidents_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,22
2019,Offender_Count_HateCrimeIncidents_OffenderRaceTwoOrMoreRaces,425
2019,Offender_Count_HateCrimeIncidents_OffenderRaceUnknownRace,936
2019,Offender_Count_HateCrimeIncidents_OffenderEthnicityKnownEthnicity,5443
2019,Offender_Count_HateCrimeIncidents_OffenderEthnicityHispanicOrLatino,547
2019,Offender_Count_HateCrimeIncidents_OffenderEthnicityNotHispanicOrLatino,1801
2019,Offender_Count_HateCrimeIncidents_OffenderEthnicityMultipleEthnicity,103
2019,Offender_Count_HateCrimeIncidents_OffenderEthnicityUnknownEthnicity,2992
2019,Offender_Count_HateCrimeIncidents_KnownAge,5599
2019,Offender_Count_HateCrimeIncidents_18OrMoreYears,4734
2019,Offender_Count_HateCrimeIncidents_17OrLessYears,865
2018,Offender_Count_HateCrimeIncidents_OffenderRaceKnownRace,6266
2018,Offender_Count_HateCrimeIncidents_OffenderRaceWhiteAlone,3359
2018,Offender_Count_HateCrimeIncidents_OffenderRaceBlackOrAfricanAmericanAlone,1506
2018,Offender_Count_HateCrimeIncidents_OffenderRaceAmericanIndianOrAlaskaNativeAlone,60
2018,Offender_Count_HateCrimeIncidents_OffenderRaceAsianAlone,80
2018,Offender_Count_HateCrimeIncidents_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,19
2018,Offender_Count_HateCrimeIncidents_OffenderRaceTwoOrMoreRaces,432
2018,Offender_Count_HateCrimeIncidents_OffenderRaceUnknownRace,810
2018,Offender_Count_HateCrimeIncidents_OffenderEthnicityKnownEthnicity,5349
2018,Offender_Count_HateCrimeIncidents_OffenderEthnicityHispanicOrLatino,477
2018,Offender_Count_HateCrimeIncidents_OffenderEthnicityNotHispanicOrLatino,1601
2018,Offender_Count_HateCrimeIncidents_OffenderEthnicityMultipleEthnicity,88
2018,Offender_Count_HateCrimeIncidents_OffenderEthnicityUnknownEthnicity,3183
2018,Offender_Count_HateCrimeIncidents_KnownAge,5589
2018,Offender_Count_HateCrimeIncidents_18OrMoreYears,4734
2018,Offender_Count_HateCrimeIncidents_17OrLessYears,855
2017,Offender_Count_HateCrimeIncidents_OffenderRaceKnownRace,6370
2017,Offender_Count_HateCrimeIncidents_OffenderRaceWhiteAlone,3227
2017,Offender_Count_HateCrimeIncidents_OffenderRaceBlackOrAfricanAmericanAlone,1359
2017,Offender_Count_HateCrimeIncidents_OffenderRaceAmericanIndianOrAlaskaNativeAlone,49
2017,Offender_Count_HateCrimeIncidents_OffenderRaceAsianAlone,42
2017,Offender_Count_HateCrimeIncidents_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone,3
