Year,StatVar,Quantity
2020,Offense_Count_HateCrimeIncidents,11129
2020,Offense_Count_HateCrimeIncidents_VictimTypePerson,9376.0
2020,Offense_Count_HateCrimeIncidents_VictimTypeBusiness,577.0
2020,Offense_Count_HateCrimeIncidents_VictimTypeGovernment,345.0
2020,Offense_Count_HateCrimeIncidents_VictimTypeReligiousOrganization,204.0
2020,Offense_Count_HateCrimeIncidents_VictimTypeSociety,232.0
2020,Offense_Count_HateCrimeIncidents_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,395.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstPerson,7750
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstPerson_VictimTypePerson,7750.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty,3147
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypePerson,1626.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypeBusiness,577.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypeGovernment,345.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypeReligiousOrganization,204.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypeSociety,0.0
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstProperty_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,395.0
2020,Offense_Count_HateCrimeIncidents_Robbery,140
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypePerson,129.0
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypeBusiness,2.0
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypeGovernment,0.0
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypeReligiousOrganization,0.0
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypeSociety,0.0
2020,Offense_Count_HateCrimeIncidents_Robbery_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,9.0
2020,Offense_Count_HateCrimeIncidents_Burglary,132
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypePerson,90.0
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypeBusiness,24.0
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypeGovernment,2.0
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypeReligiousOrganization,8.0
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypeSociety,0.0
2020,Offense_Count_HateCrimeIncidents_Burglary_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,8.0
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft,362
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_VictimTypePerson,266.0
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_VictimTypeBusiness,75.0
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_VictimTypeGovernment,2.0
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_VictimTypeReligiousOrganization,4.0
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_VictimTypeSociety,0.0
