Year,StatVar,Quantity
2020,Victim_Count_HateCrimeIncidents,11472
2020,Victim_Count_HateCrimeIncidents_18OrMoreYears,7729
2020,Victim_Count_HateCrimeIncidents_17OrLessYears,791
2020,Victim_Count_HateCrimeIncidents_MurderAndNonNegligentManslaughter,22
2020,Victim_Count_HateCrimeIncidents_ForcibleRape,21
2020,Victim_Count_HateCrimeIncidents_AggravatedAssault,1390
2020,Victim_Count_HateCrimeIncidents_SimpleAssault,2166
2020,Victim_Count_HateCrimeIncidents_Intimidation,4119
2020,Victim_Count_HateCrimeIncidents_OtherCrimesAgainstPerson,32
2020,Victim_Count_HateCrimeIncidents_Robbery,155.0
2020,Victim_Count_HateCrimeIncidents_Burglary,152.0
2020,Victim_Count_HateCrimeIncidents_LarcenyTheft,383
2020,Victim_Count_HateCrimeIncidents_MotorVehicleTheft,36
2020,Victim_Count_HateCrimeIncidents_Arson,105
2020,Victim_Count_HateCrimeIncidents_DestructionOrDamageOrVandalismOfProperty,2574
2020,Victim_Count_HateCrimeIncidents_OtherCrimesAgainstProperty,85
2020,Victim_Count_HateCrimeIncidents_CrimeAgainstSociety,232.0
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias,11126
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_18OrMoreYears,7469
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_17OrLessYears,776
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_MurderAndNonNegligentManslaughter,22
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_ForcibleRape,21
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_AggravatedAssault,1370
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_SimpleAssault,2131
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_Intimidation,3940
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_OtherCrimesAgainstPerson,32
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_Robbery,154.0
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_Burglary,150.0
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_LarcenyTheft,376
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_MotorVehicleTheft,36
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_Arson,100
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_DestructionOrDamageOrVandalismOfProperty,2479
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_OtherCrimesAgainstProperty,84
2020,Victim_Count_HateCrimeIncidents_BiasMotivationSingleBias_CrimeAgainstSociety,231.0
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity,6880
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_18OrMoreYears,5205
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_17OrLessYears,589
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_MurderAndNonNegligentManslaughter,8
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_ForcibleRape,10
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_AggravatedAssault,976
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_SimpleAssault,1455
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_Intimidation,2296
2020,Victim_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_OtherCrimesAgainstPerson,20
