Year,StatVar,Quantity
2020,Count_HateCrimeIncidents,8263
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity,5227
2020,Count_HateCrimeIncidents_BiasMotivationReligion,1244
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation,1110
2020,Count_HateCrimeIncidents_BiasMotivationDisabilityStatus,130
2020,Count_HateCrimeIncidents_BiasMotivationGender,75
2020,Count_HateCrimeIncidents_BiasMotivationGender_TargetedGenderTransgenderOrGenderNonConforming,266
2020,Count_HateCrimeIncidents_BiasMotivationMultipleBias,211
2020,Count_HateCrimeIncidents_LocationOfCrimeAbandonedOrCondemnedStructure,10
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_LocationOfCrimeAbandonedOrCondemnedStructure,6
2020,Count_HateCrimeIncidents_BiasMotivationReligion_LocationOfCrimeAbandonedOrCondemnedStructure,0
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation_LocationOfCrimeAbandonedOrCondemnedStructure,0
2020,Count_HateCrimeIncidents_BiasMotivationDisabilityStatus_LocationOfCrimeAbandonedOrCondemnedStructure,0
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAbandonedOrCondemnedStructure,0
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAbandonedOrCondemnedStructure_TargetedGenderTransgenderOrGenderNonConforming,2
2020,Count_HateCrimeIncidents_BiasMotivationMultipleBias_LocationOfCrimeAbandonedOrCondemnedStructure,2
2020,Count_HateCrimeIncidents_LocationOfCrimeAirportOrBusStationOrTrainStation,118
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_LocationOfCrimeAirportOrBusStationOrTrainStation,77
2020,Count_HateCrimeIncidents_BiasMotivationReligion_LocationOfCrimeAirportOrBusStationOrTrainStation,9
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation_LocationOfCrimeAirportOrBusStationOrTrainStation,20
2020,Count_HateCrimeIncidents_BiasMotivationDisabilityStatus_LocationOfCrimeAirportOrBusStationOrTrainStation,2
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAirportOrBusStationOrTrainStation,0
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAirportOrBusStationOrTrainStation_TargetedGenderTransgenderOrGenderNonConforming,6
2020,Count_HateCrimeIncidents_BiasMotivationMultipleBias_LocationOfCrimeAirportOrBusStationOrTrainStation,4
2020,Count_HateCrimeIncidents_LocationOfCrimeAmusementPark,4
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_LocationOfCrimeAmusementPark,3
2020,Count_HateCrimeIncidents_BiasMotivationReligion_LocationOfCrimeAmusementPark,0
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation_LocationOfCrimeAmusementPark,1
2020,Count_HateCrimeIncidents_BiasMotivationDisabilityStatus_LocationOfCrimeAmusementPark,0
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAmusementPark,0
2020,Count_HateCrimeIncidents_BiasMotivationGender_LocationOfCrimeAmusementPark_TargetedGenderTransgenderOrGenderNonConforming,0
2020,Count_HateCrimeIncidents_BiasMotivationMultipleBias_LocationOfCrimeAmusementPark,0
2020,Count_HateCrimeIncidents_LocationOfCrimeStadiumOrArena,9
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_LocationOfCrimeStadiumOrArena,6
2020,Count_HateCrimeIncidents_BiasMotivationReligion_LocationOfCrimeStadiumOrArena,3
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation_LocationOfCrimeStadiumOrArena,0
