Year,StatVar,Quantity
2020,Count_CriminalIncidents_IsHateCrime,8263
2020,Count_HateCrimeIncidents_VictimTypePerson,6546
2020,Count_HateCrimeIncidents_VictimTypeBusiness,551
2020,Count_HateCrimeIncidents_VictimTypeGovernment,343
2020,Count_HateCrimeIncidents_VictimTypeReligiousOrganization,200
2020,Count_HateCrimeIncidents_VictimTypeSociety,185
2020,Count_HateCrimeIncidents_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,438
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias,8052
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypePerson,6406
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypeBusiness,535
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypeGovernment,321
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypeReligiousOrganization,195
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypeSociety,185
2020,Count_HateCrimeIncidents_BiasMotivationSingleBias_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,410
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity,5227
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypePerson,4345
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypeBusiness,328
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypeGovernment,212
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypeReligiousOrganization,20
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypeSociety,107
2020,Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,215
2020,Count_HateCrimeIncidents_BiasMotivationReligion,1244
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypePerson,624
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypeBusiness,162
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypeGovernment,91
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypeReligiousOrganization,169
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypeSociety,41
2020,Count_HateCrimeIncidents_BiasMotivationReligion_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType,157
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation,1110
2020,Count_HateCrimeIncidents_BiasMotivationSexualOrientation_VictimTypePerson,1025
