Year,StatVar,Quantity
2020,Offense_Count_HateCrimeIncidents,11129
2020,Offense_Count_HateCrimeIncidents_MurderAndNonNegligentManslaughter,22.0
2020,Offense_Count_HateCrimeIncidents_ForcibleRape,21
2020,Offense_Count_HateCrimeIncidents_AggravatedAssault,1390
2020,Offense_Count_HateCrimeIncidents_SimpleAssault,2166
2020,Offense_Count_HateCrimeIncidents_Intimidation,4119
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstPerson,32
2020,Offense_Count_HateCrimeIncidents_Robbery,140
2020,Offense_Count_HateCrimeIncidents_Burglary,132
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft,362
2020,Offense_Count_HateCrimeIncidents_MotorVehicleTheft,34
2020,Offense_Count_HateCrimeIncidents_Arson,67
2020,Offense_Count_HateCrimeIncidents_DestructionOrDamageOrVandalismOfProperty,2333
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstProperty,79
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstSociety,232
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias,10790
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_MurderAndNonNegligentManslaughter,22.0
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_ForcibleRape,21
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_AggravatedAssault,1370
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_SimpleAssault,2131
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_Intimidation,3940
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OtherCrimesAgainstPerson,32
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_Robbery,139
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_Burglary,130
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_LarcenyTheft,356
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_MotorVehicleTheft,34
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_Arson,63
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_DestructionOrDamageOrVandalismOfProperty,2243
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_OtherCrimesAgainstProperty,78
2020,Offense_Count_HateCrimeIncidents_BiasMotivationSingleBias_CrimeAgainstSociety,231
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity,6677
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_MurderAndNonNegligentManslaughter,8.0
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_ForcibleRape,10
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_AggravatedAssault,976
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_SimpleAssault,1455
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_Intimidation,2296
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_OtherCrimesAgainstPerson,20
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_Robbery,82
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_Burglary,69
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_LarcenyTheft,166
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_MotorVehicleTheft,18
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_Arson,36
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_DestructionOrDamageOrVandalismOfProperty,1355
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_OtherCrimesAgainstProperty,38
2020,Offense_Count_HateCrimeIncidents_BiasMotivationRaceOrEthnicity_CrimeAgainstSociety,148
2020,Offense_Count_HateCrimeIncidents_TargetedRaceWhite,1048
2020,Offense_Count_HateCrimeIncidents_MurderAndNonNegligentManslaughter_TargetedRaceWhite,1.0
2020,Offense_Count_HateCrimeIncidents_ForcibleRape_TargetedRaceWhite,7
2020,Offense_Count_HateCrimeIncidents_AggravatedAssault_TargetedRaceWhite,145
2020,Offense_Count_HateCrimeIncidents_SimpleAssault_TargetedRaceWhite,317
2020,Offense_Count_HateCrimeIncidents_Intimidation_TargetedRaceWhite,231
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstPerson_TargetedRaceWhite,8
2020,Offense_Count_HateCrimeIncidents_Robbery_TargetedRaceWhite,27
2020,Offense_Count_HateCrimeIncidents_Burglary_TargetedRaceWhite,17
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_TargetedRaceWhite,56
2020,Offense_Count_HateCrimeIncidents_MotorVehicleTheft_TargetedRaceWhite,6
2020,Offense_Count_HateCrimeIncidents_Arson_TargetedRaceWhite,3
2020,Offense_Count_HateCrimeIncidents_DestructionOrDamageOrVandalismOfProperty_TargetedRaceWhite,150
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstProperty_TargetedRaceWhite,15
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstSociety_TargetedRaceWhite,65
2020,Offense_Count_HateCrimeIncidents_TargetedRaceBlackOrAfricanAmericanAlone,3819
2020,Offense_Count_HateCrimeIncidents_MurderAndNonNegligentManslaughter_TargetedRaceBlackOrAfricanAmericanAlone,5.0
2020,Offense_Count_HateCrimeIncidents_ForcibleRape_TargetedRaceBlackOrAfricanAmericanAlone,2
2020,Offense_Count_HateCrimeIncidents_AggravatedAssault_TargetedRaceBlackOrAfricanAmericanAlone,530
2020,Offense_Count_HateCrimeIncidents_SimpleAssault_TargetedRaceBlackOrAfricanAmericanAlone,660
2020,Offense_Count_HateCrimeIncidents_Intimidation_TargetedRaceBlackOrAfricanAmericanAlone,1577
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstPerson_TargetedRaceBlackOrAfricanAmericanAlone,5
2020,Offense_Count_HateCrimeIncidents_Robbery_TargetedRaceBlackOrAfricanAmericanAlone,23
2020,Offense_Count_HateCrimeIncidents_Burglary_TargetedRaceBlackOrAfricanAmericanAlone,32
2020,Offense_Count_HateCrimeIncidents_LarcenyTheft_TargetedRaceBlackOrAfricanAmericanAlone,71
2020,Offense_Count_HateCrimeIncidents_MotorVehicleTheft_TargetedRaceBlackOrAfricanAmericanAlone,6
2020,Offense_Count_HateCrimeIncidents_Arson_TargetedRaceBlackOrAfricanAmericanAlone,25
2020,Offense_Count_HateCrimeIncidents_DestructionOrDamageOrVandalismOfProperty_TargetedRaceBlackOrAfricanAmericanAlone,821
2020,Offense_Count_HateCrimeIncidents_OtherCrimesAgainstProperty_TargetedRaceBlackOrAfricanAmericanAlone,8
2020,Offense_Count_HateCrimeIncidents_CrimeAgainstSociety_TargetedRaceBlackOrAfricanAmericanAlone,54
2020,Offense_Count_HateCrimeIncidents_TargetedRaceAmericanIndianOrAlaskaNativeAlone,103
2020,Offense_Count_HateCrimeIncidents_MurderAndNonNegligentManslaughter_TargetedRaceAmericanIndianOrAlaskaNativeAlone,0.0
